Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM,
214,89060,214-89060,European Mountainash (Sorbus Aucuparia) (2 Inch Caliper),0,EACH,!B1416
214,90033,214-90033,Garland Spirea (Spiraea Arguta) (3 Foot),0,EACH,!B1417
214,90218,214-90218,Bumalda Spirea (Spiraea Bumalda) (18 Inch),0,EACH,!B1418
214,90418,214-90418,Snowbound Spirea (Spiraea Nipponica Tosaensis) (18 Inch),0,EACH,!B1419
214,90533,214-90533,Vanhoutte Spirea (Spiraea Vanhouttei) (3 Foot),0,EACH,!B1420
214,91532,214-91532,Common Snowberry (Symphoricarpos Albus) (2 Foot),0,EACH,!B1421
214,91732,214-91732,Chenault Coralberry (Symphoricarpos Chenaulti) (2 Foot),0,EACH,!B1422
214,91733,214-91733,Chenault Coralberry (Symphoricarpos Chenaulti) (3 Foot),0,EACH,!B1423
214,91812,214-91812,Mountain Snowberry (Symphoricarpos Oreophilus) (12 Inch),0,EACH,!B1424
214,91932,214-91932,Western Snowberry (Symphoricarpos Occidentalis) (2 Foot),0,EACH,!B1425
214,92032,214-92032,Indiancurrant Coralberry (Symphoricarpos Orbiculatus) (2 Foo,0,EACH,!B1426
214,92135,214-92135,Japanese Tree Lilac (Syringa Amurensis Japonica) (5 Foot),0,EACH,!B1427
214,92136,214-92136,Japanese Tree Lilac (Syringa Amurensis Japonica) (6 Foot),0,EACH,!B1428
214,92232,214-92232,Chinese Lilac (Syringa Chinensis) (2 Foot),0,EACH,!B1429
214,92318,214-92318,Korean Dwarf Lilac (Syringa Palibiana Meyeri) (18 Inch),0,EACH,!B1430
214,92433,214-92433,Persian Lilac (Syringa Persica) (3 Foot),0,EACH,!B1431
214,92532,214-92532,Common Lilac (Syringa Vulgaris) (2 Foot),0,EACH,!B1432
214,92533,214-92533,Common Lilac (Syringa Vulgaris) (3 Foot),0,EACH,!B1433
214,93033,214-93033,Kashgar Tamarisk (Tamarix Hispida) (3 Foot),0,EACH,!B1434
214,94565,214-94565,American Linden (Tilia Americana) (2-1/2 Inch Caliper),0,EACH,!B1435
214,94580,214-94580,American Linden (Tilia Americana) (4 Inch Caliper),0,EACH,!B1436
214,94670,214-94670,Redmond Linden (Tilia Americana Redmond) (3 Inch Caliper),0,EACH,!B1437
214,94680,214-94680,Redmond Linden (Tilia Americana Redmond) (4 Inch Caliper),0,EACH,!B1438
214,94860,214-94860,Littleleaf Linden (Tilia Cordata) (2 Inch Caliper),0,EACH,!B1439
214,94880,214-94880,Littleleaf Linden (Tilia Cordata) (4 Inch Caliper),0,EACH,!B1440
214,95000,214-95000,Broadleaved Cattail (Typha Latifolia) (Root Section),0,EACH,!B1441
214,97035,214-97035,Chinese Elm (Ulmus Parvifolia) (5 Foot),0,EACH,!B1442
214,97060,214-97060,Chinese Elm (Ulmus Parvifolia) (2 Inch Caliper),0,EACH,!B1443
214,97535,214-97535,Siberian Elm (Ulmus Pumila) (5 Foot),0,EACH,!B1444
214,97536,214-97536,Siberian Elm (Ulmus Pumila) (6 Foot),0,EACH,!B1445
214,98060,214-98060,Rock Elm (Ulmus Thomasi) (2 Inch Caliper),0,EACH,!B1446
214,98232,214-98232,Cowberry (Vaccinium Vitus Idaea) (2 Foot),0,EACH,!B1447
214,98532,214-98532,Nannyberry Viburnum (Viburnum Lentago) (2 Foot),0,EACH,!B1448
214,98633,214-98633,Wayfaringtree Viburnum (Viburnum Lantana) (3 Foot),0,EACH,!B1449
214,98712,214-98712,Dwarf European Cranberrybush (Virburnum Opulus Compacta) (12,0,EACH,!B1450
214,98718,214-98718,European Cranberrybush (Viburnum Opulus) (18 Inch),0,EACH,!B1451
214,98903,214-98903,Common Periwinkle (Vinca Minor) (2 Year No. 1),0,EACH,!B1452
214,99212,214-99212,Datil Yucca (Yucca Baccata) (12 Inch),0,EACH,!B1453
214,99406,214-99406,Small Soapweed (Yucca Glauca) (6 Inch),0,EACH,!B1454
214,99820,214-99820,Flowering Perennial,0,EACH,!B1455
214,99900,214-99900,Wattle,0,EACH,!B1456
214,99910,214-99910,Brush Layer Cutting,0,EACH,!B1457
214,99920,214-99920,Hedge Layer Plant,0,EACH,!B1458
215,00000,215-00000,Transplant Shrub,0,EACH,!B1459
215,00001,215-00001,Transplant Shrub,0,SY,!B1460
215,00010,215-00010,Transplant Tree,0,EACH,!B1461
215,00030,215-00030,Transplant Tree (1.5 to 3 Inch),0,EACH,!B1462
215,00060,215-00060,Transplant Tree (3 to 6 Inch),0,EACH,!B1463
215,00100,215-00100,Transplant Tree (Over 6 Inch),0,EACH,!B1464
215,00200,215-00200,Transplant Tree (Ball and Burlap),0,EACH,!B1465
215,00500,215-00500,Transplant Seedling,0,EACH,!B1466
215,00600,215-00600,Transplant Plug,0,EACH,!B1467
215,00700,215-00700,Transplant Sod,0,SY,!B1468
216,00013,216-00013,Mulch Netting (Plastic),0,SY,!B1469
216,00015,216-00015,Soil Retention Blanket (Excelsior),0,SY,!B1470
216,00021,216-00021,Soil Retention Blanket (Class 1),0,SY,!B1471
216,00022,216-00022,Soil Retention Blanket (Class 2),0,SY,!B1472
216,00023,216-00023,Soil Retention Blanket (Class 3),0,SY,!B1473
216,00024,216-00024,Soil Retention Blanket (Class 4),0,SY,!B1474
216,00025,216-00025,Soil Retention Blanket (Jute),0,SY,!B1475
216,00030,216-00030,Soil Retention Blanket (Special),0,SY,!B1476
216,00035,216-00035,Soil Retention Blanket (Plastic),0,SY,!B1477
216,00036,216-00036,Soil Retention Blanket (Plastic)(Special),0,SY,!B1478
216,00037,216-00037,Soil Retention Blanket (Coconut),0,SY,!B1479
216,00039,216-00039,Soil Retention Blanket (Straw),0,SY,!B1480
216,00041,216-00041,Soil Retention Blanket (Straw/Coconut),0,SY,!B1481
216,00042,216-00042,Soil Retention Blanket (Biodegradable Straw/Coconut),0,SY,!B1482
216,00045,216-00045,Soil Retention Mat (Cellular),0,SY,!B1483
216,00047,216-00047,Soil Wrap (Coir and Jute),0,SY,!B1484
216,00050,216-00050,Soil Retention Grid,0,SY,!B1485
216,00060,216-00060,Soil Retention System,0,SY,!B1486
216,00070,216-00070,Geocell Cellular Confinement System,0,SY,!B1487
216,00101,216-00101,Soil Retention Blanket (Straw-Coconut) (Photodegradable Clas,0,SY,!B1488
216,00102,216-00102,Soil Retention Blanket (Straw-Coconut) (Photodegradable Clas,0,SY,!B1489
216,00111,216-00111,Soil Retention Blanket (Excelsior)(Photodegadable Class 1),0,SY,!B1490
216,00112,216-00112,Soil Retention Blanket (Excelsior)(Photodegadable Class 2),0,SY,!B1491
216,00121,216-00121,Soil Retention Blanket (Coconut)(Photodegradable Class 1),0,SY,!B1492
216,00122,216-00122,Soil Retention Blanket (Coconut)(Photodegradable Class 2),0,SY,!B1493
216,00201,216-00201,Soil Retention Blanket (Straw-Coconut) (Biodegradable Class,0,SY,!B1494
216,00202,216-00202,Soil Retention Blanket (Straw-Coconut) (Biodegradable Class,0,SY,!B1495
216,00211,216-00211,Soil Retention Blanket (Excelsior) (Biodegradable Class 1),0,SY,!B1496
216,00212,216-00212,Soil Retention Blanket (Excelsior) (Biodegradable Class 2),0,SY,!B1497
216,00221,216-00221,Soil Retention Blanket (Coconut) (Biodegradable Class 1),0,SY,!B1498
216,00222,216-00222,Soil Retention Blanket (Coconut) (Biodegradable Class 2),0,SY,!B1499
216,00230,216-00230,Earth Anchors,0,EACH,!B1500
216,00301,216-00301,Turf Reinforcement Mat (Class 1),0,SY,!B1501
216,00302,216-00302,Turf Reinforcement Mat (Class 2),0,SY,!B1502
216,00303,216-00303,Turf Reinforcement Mat (Class 3),0,SY,!B1503
216,00304,216-00304,Turf Reinforcement Mat (Special),0,SY,!B1504
217,00000,217-00000,Herbicide Treatment,0,SY,!B1505
217,00010,217-00010,Pre-Emergent Herbicide,0,SY,!B1506
217,00015,217-00015,Noxious Weed Management,0,SY,!B1507
217,00020,217-00020,Herbicide Treatment,0,HOUR,!B1508
217,00100,217-00100,Root Control Fabric,0,LF,!B1509
218,00000,218-00000,Noxious Weed Management,0,L S,!B1510
240,00000,240-00000,Wildlife Biologist,0,HOUR,!B1511
240,00001,240-00001,Wildlife Biologist,0,DAY,!B1512
240,00010,240-00010,Removal of Nests,0,HOUR,!B1513
240,00015,240-00015,Protection of Migratory Birds,0,HOUR,!B1514
240,00017,240-00017,Protection of Migratory Birds,0,L S,!B1515
240,00020,240-00020,Netting,0,SY,!B1516
240,00100,240-00100,Prairie Dog Management,0,L S,!B1517
250,00010,250-00010,Environmental Health and Safety Management,0,L S,!B1518
250,00050,250-00050,Monitoring Technician,0,HOUR,!B1519
250,00100,250-00100,Environmental Health and Safety,0,L S,!B1520
250,00110,250-00110,Health and Safety Officer,0,HOUR,!B1521
250,00120,250-00120,Material Sampling and Delivery,0,EACH,!B1522
250,00200,250-00200,Material Handling (Stockpile),0,CY,!B1523
250,00210,250-00210,Solid Waste Disposal,0,CY,!B1524
250,00215,250-00215,Solid Waste Disposal (Special),0,CY,!B1525
250,00220,250-00220,Hazardous Waste Disposal,0,CY,!B1526
250,00230,250-00230,"Trap and Treat BOS-200, gypsum dry weight",0,LB,!B1527
250,00235,250-00235,Coating Lead-Based Paint,0,GAL,!B1528
250,00240,250-00240,Subsurface Bioenhancement Injection,0,EACH,!B1529
250,00300,250-00300,Water Treatment System,0,EACH,!B1530
250,00310,250-00310,Water Treatment,0,MGAL,!B1531
251,00000,251-00000,Paint Testing and Analysis Management,0,L S,!B1532
251,00010,251-00010,Paint Removal and Waste Disposal Management,0,L S,!B1533
252,00010,252-00010,Fugitive Petroleum Health and Safety Management,0,L S,!B1534
253,00010,253-00010,Asbestos Containing Material Management,0,L S,!B1535
255,00010,255-00010,Painted Structural Components Removal and Waste Disposal Man,0,L S,!B1536
301,00070,301-00070,Plant Mix Bituminous Base (Recycled),0,TON,!B1537
301,00700,301-00700,Plant Mix Bituminous Base (Miscellaneous),0,TON,!B1538
301,05020,301-05020,Plant Mix Bituminous Base (Class 5) (Haul and Asphalt),0,TON,!B1539
301,06000,301-06000,Plant Mix Bituminous Base (Class 6),0,TON,!B1540
301,06001,301-06001,Plant Mix Bituminous Base (Class 6) (Cement),0,TON,!B1541
301,06002,301-06002,Plant Mix Bituminous Base (Class 6) (Hydrated Lime),0,TON,!B1542
301,06003,301-06003,Plant Mix Bituminous Base (Class 6) (Limestone Dust),0,TON,!B1543
301,06010,301-06010,Plant Mix Bituminous Base (Class 6) (Haul),0,TON,!B1544
301,06011,301-06011,Plant Mix Bituminous Base (Class 6) (Haul and Cement),0,TON,!B1545
301,06012,301-06012,Plant Mix Bituminous Base (Class 6) (Haul and Hydrated Lime),0,TON,!B1546
301,06013,301-06013,Plant Mix Bituminous Base (Class 6) (Haul and Limestone Dust,0,TON,!B1547
301,06020,301-06020,Plant Mix Bituminous Base (Class 6) (Asphalt),0,TON,!B1548
301,06021,301-06021,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Cement,0,TON,!B1549
301,06022,301-06022,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Hydrat,0,TON,!B1550
301,06023,301-06023,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Limest,0,TON,!B1551
301,07000,301-07000,Plant Mix Bituminous Base (Class 7),0,TON,!B1552
301,07001,301-07001,Plant Mix Bituminous Base (Class 7) (Cement),0,TON,!B1553
301,07002,301-07002,Plant Mix Bituminous Base (Class 7) (Hydrated Lime),0,TON,!B1554
301,07003,301-07003,Plant Mix Bituminous Base (Class 7) (Limestone Dust),0,T,!B1555
301,07004,301-07004,Plant Mix Bituminous Base (Class 7) (Mineral Filler),0,TON,!B1556
301,07010,301-07010,Plant Mix Bituminous Base (Class 7) (Haul),0,TON,!B1557
301,07011,301-07011,Plant Mix Bituminous Base (Class 7) (Haul and Cement),0,TON,!B1558
301,07012,301-07012,Plant Mix Bituminous Base (Class 7) (Haul and Hydrated Lime),0,TON,!B1559
301,07013,301-07013,Plant Mix Bituminous Base (Class 7) (Haul and Limestone Dust,0,TON,!B1560
301,07020,301-07020,Plant Mix Bituminous Base (Class 7) (Haul and Asphalt),0,TON,!B1561
301,07021,301-07021,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Cement,0,TON,!B1562
301,07022,301-07022,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Hydrat,0,TON,!B1563
301,07023,301-07023,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Limest,0,TON,!B1564
301,10020,301-10020,Permeable Asphalt Treated Base (Asphalt),0,TON,!B1565
302,07020,302-07020,Foamed Asphalt Treated Base (Class 7) (Haul and Asphalt),0,TON,!B1566
303,06010,303-06010,Emulsified Asphalt Treated Base (Class 6) (Haul),0,TON,!B1567
303,06020,303-06020,Emulsified Asphalt Treated Base (Class 6) (Haul and Asphalt),0,TON,!B1568
303,07000,303-07000,Emulsified Asphalt Treated Base (Class 7),0,TON,!B1569
303,07003,303-07003,Emulsified Asphalt Treated Base (Class 7) (Limestone Dust),0,TON,!B1570
303,07010,303-07010,Emulsified Asphalt Treated Base (Class 7) (Haul),0,TON,!B1571
303,07020,303-07020,Emulsified Asphalt Treated Base (Class 7) (Haul and Asphalt),0,TON,!B1572
304,00100,304-00100,Place Aggregate Base Course,0,TON,!B1573
304,00110,304-00110,Place Aggregate Base Course (Haul),0,TON,!B1574
304,00115,304-00115,Place Aggregate Base Course (Haul),0,TON,!B1575
304,01000,304-01000,Aggregate Base Course (Class 1),0,TON,!B1576
304,01001,304-01001,Aggregate Base Course (Class 1) (Cement),0,TON,!B1577
304,01002,304-01002,Aggregate Base Course (Class 1) (Hydrated Lime),0,TON,!B1578
304,01003,304-01003,Aggregate Base Course (Class 1) (Limestone Dust),0,TON,!B1579
304,01005,304-01005,Aggregate Base Course (Class 1),0,CY,!B1580
304,01010,304-01010,Aggregate Base Course (Class 1) (Haul),0,TON,!B1581
304,01011,304-01011,Aggregate Base Course (Class 1) (Haul and Cement),0,TON,!B1582
304,01012,304-01012,Aggregate Base Course (Class 1) (Haul and Hydrated Lime),0,TON,!B1583
304,01013,304-01013,Aggregate Base Course (Class 1) (Haul and Limestone Dust),0,TON,!B1584
304,01100,304-01100,Stockpile Aggregate Base Course (Class 1),0,TON,!B1585
304,02000,304-02000,Aggregate Base Course (Class 2),0,TON,!B1586
304,02001,304-02001,Aggregate Base Course (Class 2) (Cement),0,TON,!B1587
304,02002,304-02002,Aggregate Base Course (Class 2) (Hydrated Lime),0,TON,!B1588
304,02003,304-02003,Aggregate Base Course (Class 2) (Limestone Dust),0,TON,!B1589
304,02005,304-02005,Aggregate Base Course (Class 2),0,CY,!B1590
304,02009,304-02009,Aggregate Base Course (Class 2) (Special),0,TON,!B1591
304,02010,304-02010,Aggregate Base Course (Class 2) (Haul),0,TON,!B1592
304,02011,304-02011,Aggregate Base Course (Class 2) (Haul and Cement),0,TON,!B1593
304,02012,304-02012,Aggregate Base Course (Class 2) (Haul and Hydrated Lime),0,TON,!B1594
304,02013,304-02013,Aggregate Base Course (Class 2) (Haul and Limestone Dust),0,TON,!B1595
304,02027,304-02027,Aggregate Base Course (Class 2) (Furnish Only),0,CY,!B1596
304,02100,304-02100,Stockpile Aggregate Base Course (Class 2),0,TON,!B1597
304,03000,304-03000,Aggregate Base Course (Class 3),0,TON,!B1598
304,03001,304-03001,Aggregate Base Course (Class 3) (Cement),0,TON,!B1599
304,03002,304-03002,Aggregate Base Course (Class 3) (Hydrated Lime),0,TON,!B1600
304,03003,304-03003,Aggregate Base Course (Class 3) (Limestone Dust),0,TON,!B1601
304,03005,304-03005,Aggregate Base Course (Class 3),0,CY,!B1602
304,03006,304-03006,Aggregate Base Course (Class 3) (Special),0,TON,!B1603
304,03010,304-03010,Aggregate Base Course (Class 3) (Haul),0,TON,!B1604
304,03011,304-03011,Aggregate Base Course (Class 3) (Haul and Cement),0,TON,!B1605
304,03012,304-03012,Aggregate Base Course (Class 3) (Haul and Hydrated Lime),0,TON,!B1606
304,03013,304-03013,Aggregate Base Course (Class 3) (Haul and Limestone Dust),0,TON,!B1607
304,03200,304-03200,Stockpile Aggregate Base Course (Class 3),0,TON,!B1608
304,04000,304-04000,Aggregate Base Course (Class 4),0,TON,!B1609
304,05000,304-05000,Aggregate Base Course (Class 5),0,TON,!B1610
304,05006,304-05006,Aggregate Base Course (Class 5)(Special),0,SY,!B1611
304,05009,304-05009,Aggregate Base Course (Class 5)(Special),0,TON,!B1612
304,06000,304-06000,Aggregate Base Course (Class 6),0,TON,!B1613
304,06001,304-06001,Aggregate Base Course (Class 6) (Cement),0,TON,!B1614
304,06002,304-06002,Aggregate Base Course (Class 6) (Hydrated Lime),0,TON,!B1615
304,06003,304-06003,Aggregate Base Course (Class 6) (Limestone Dust),0,TON,!B1616
304,06004,304-06004,Aggregate Base Course (Class 6),0,SY,!B1617
304,06007,304-06007,Aggregate Base Course (Class 6),0,CY,!B1618
304,06008,304-06008,Aggregate Base Course (Class 6) (Special),0,CY,!B1619
304,06009,304-06009,Aggregate Base Course (Class 6) (Special),0,TON,!B1620
304,06010,304-06010,Aggregate Base Course (Class 6)(Special) (Furnish Only),0,CY,!B1621
304,06011,304-06011,Aggregate Base Course (Class 6) (Special)(Install Only),0,CY,!B1622
304,06012,304-06012,Aggregate Base Course (Class 6) (Haul and Hydrated Lime),0,TON,!B1623
304,06013,304-06013,Aggregate Base Course (Class 6) (Haul and Limestone Dust),0,TON,!B1624
304,06020,304-06020,Aggregate Base Course (Class 6) (Furnish Only),0,TON,!B1625
304,06027,304-06027,Aggregate Base Course (Class 6) (Furnish Only),0,CY,!B1626
304,06100,304-06100,Stockpile Aggregate Base Course (Class 6),0,TON,!B1627
304,06102,304-06102,Stockpile Aggregate Base Course (Class 6) (Hydrated Lime),0,TON,!B1628
304,06110,304-06110,Stockpile Aggregate Base Course (Class 6) (Haul),0,TON,!B1629
304,07000,304-07000,Aggregate Base Course (Class 7),0,TON,!B1630
304,07001,304-07001,Aggregate Base Course (Class 7) (Cement),0,TON,!B1631
304,07002,304-07002,Aggregate Base Course (Class 7) (Hydrated Lime),0,TON,!B1632
304,07003,304-07003,Aggregate Base Course (Class 7) (Limestone Dust),0,TON,!B1633
304,07005,304-07005,Aggregate Base Course (Class 7),0,CY,!B1634
304,07009,304-07009,Aggregate Base Course (Class 7) (Special),0,TON,!B1635
304,07010,304-07010,Aggregate Base Course (Class 7) (Haul),0,TON,!B1636
304,07011,304-07011,Aggregate Base Course (Class 7) (Haul and Cement),0,TON,!B1637
304,07012,304-07012,Aggregate Base Course (Class 7) (Haul and Hydrated Lime),0,TON,!B1638
304,07013,304-07013,Aggregate Base Course (Class 7) (Haul and Limestone Dust),0,TON,!B1639
304,07100,304-07100,Stockpile Aggregate Base Course (Class 7),0,TON,!B1640
304,08000,304-08000,Aggregate Base Course (Shoulder Material),0,TON,!B1641
304,08002,304-08002,Aggregate Base Course (Shoulder Material),0,CY,!B1642
304,09000,304-09000,Aggregate Base Course (Special),0,CY,!B1643
304,09001,304-09001,Aggregate Base Course (Special) (Install Only),0,CY,!B1644
304,09002,304-09002,Aggregate Base Course (Special)(Furnish Only),0,CY,!B1645
304,09006,304-09006,Aggregate Base Course (Special),0,SY,!B1646
304,09010,304-09010,Aggregate Base Course (Special) (Haul),0,CY,!B1647
304,09014,304-09014,Aggregate Base Course (Special),0,TON,!B1648
304,09015,304-09015,Aggregate Base Course (Special) (Haul),0,TON,!B1649
304,09020,304-09020,Permeable Aggregate Base Course,0,TON,!B1650
304,09050,304-09050,Aggregate Base Course (Blotter Material) (Haul),0,TON,!B1651
304,09055,304-09055,Aggregate Base Course (Blotter Material),0,TON,!B1652
304,09100,304-09100,Aggregate Base Course (Recycled Asphalt Pavement),0,TON,!B1653
304,09200,304-09200,Stockpile Aggregate Base Course (Special),0,TON,!B1654
304,09202,304-09202,Stockpile Aggregate Base Course (Special) (Hydrated Lime),0,TON,!B1655
304,09220,304-09220,Stockpile Aggregate Base Course (Special),0,L S,!B1656
306,00000,306-00000,Reconditioning,0,MILE,!B1657
306,01000,306-01000,Reconditioning,0,SY,!B1658
307,00000,307-00000,Hydrated Lime,0,TON,!B1659
307,00050,307-00050,Limestone Dust,0,TON,!B1660
307,00075,307-00075,Fly Ash,0,TON,!B1661
307,00080,307-00080,Crack Filling (Fly Ash),0,LF,!B1662
307,00100,307-00100,Processing Lime Treated Subgrade,0,MILE,!B1663
307,00200,307-00200,Processing Lime Treated Subgrade,0,SY,!B1664
307,00206,307-00206,Processing Lime Treated Subgrade (6 Inch),0,SY,!B1665
307,00208,307-00208,Processing Lime Treated Subgrade (8 Inch),0,SY,!B1666
307,00209,307-00209,Processing Lime Treated Subgrade (9 Inch),0,SY,!B1667
307,00210,307-00210,Processing Lime Treated Subgrade (10 Inch),0,SY,!B1668
307,00212,307-00212,Processing Lime Treated Subgrade (12 Inch),0,SY,!B1669
307,00250,307-00250,Processing Fly Ash Treated Subgrade,0,SY,!B1670
307,00300,307-00300,Mineral Filler,0,TON,!B1671
308,00001,308-00001,Portland Cement,0,TON,!B1672
308,00100,308-00100,Processing Cement Treated Base,0,SY,!B1673
308,00200,308-00200,Cement Kiln Dust,0,TON,!B1674
308,00210,308-00210,Processing CKD Treated Subgrade (12 In),0,SY,!B1675
308,00300,308-00300,Stabilized Subgrade,0,SY,!B1676
308,00305,308-00305,Stabilize Subgrade (Special),0,SY,!B1677
308,00500,308-00500,Fiber Reinforced Soilcrete,0,CY,!B1678
308,01100,308-01100,Soil-Cement Bikeway,0,SY,!B1679
308,09000,308-09000,Lean Concrete,0,CY,!B1680
309,10000,309-10000,Lean Concrete Base,0,CY,!B1681
309,10400,309-10400,Lean Concrete Base (4 Inch),0,SY,!B1682
309,10600,309-10600,Lean Concrete Base (6 Inch),0,SY,!B1683
310,00300,310-00300,Processing Asphalt Treated Subgrade,0,CY,!B1684
310,00350,310-00350,Processing Asphalt Treated Subgrade,0,SY,!B1685
310,00400,310-00400,Process Asphalt Mat For Base Course,0,SY,!B1686
310,00500,310-00500,Full Depth Reclamation of Hot Mix Asph Pavement,0,SY,!B1687
310,00600,310-00600,Full Depth Reclam. of Hot Mix Asph. Pvmt over 8 Inches,0,SY,!B1688
310,00601,310-00601,Full Depth Reclamation of Hot Mix Asphalt Pavement,0,SYI,!B1689
310,00608,310-00608,"Full Depth Reclamation of Hot Mix Asphalt Pavement (0-8"")",0,SY,!B1690
310,00610,310-00610,"Full Depth Reclamation of Hot Mix Asphalt Pavement (8-12"")",0,SY,!B1691
310,00611,310-00611,"Full Depth Reclamation of Hot Mix Asphalt Pavement up to 12""",0,SY,!B1692
310,00612,310-00612,Reclamation of Hot Mix Asphalt Pavement per Inch of depth,0,SYI,!B1693
310,00614,310-00614,"Full Depth Reclamation Of Hot Mix Asphalt Pavement (12-16"")",0,SY,!B1694
310,00700,310-00700,Asphalt Emulsion Full Depth Reclamation,0,SY,!B1695
403,00020,403-00020,Hot Bituminous Pavement (Recycled) (Haul and Asphalt),0,TON,!B1696
403,00070,403-00070,Hot Bituminous Pavement (Recycled),0,TON,!B1697
403,00080,403-00080,Hot Bituminous Pavement (Recycled) (Haul),0,TON,!B1698
403,00110,403-00110,Hot Bituminous Pavement (Aggregate From Stockpile) (Haul),0,TON,!B1699
403,00120,403-00120,Hot Bituminous Pavement (Aggregate From Stockpile) (Haul and,0,TON,!B1700
403,00720,403-00720,Hot Mix Asphalt (Patching) (Asphalt),121,TON,!B1701
403,00721,403-00721,Hot Mix Asphalt (Patching) (Asphalt),0,SY,!B1702
403,00722,403-00722,Hot Mix Asphalt (Patching)(Asphalt)(Special),0,LF,!B1703
403,00800,403-00800,Emergency Pothole Repair,0,TON,!B1704
